3.486724243984346e-07,1.3882553572791813e-06,0.0013267907882118734,0.028987931240246,2.147177444617481e-06,4.684197767767975e-08,0.05736213031907836,0.00013578999261870605,0.020179798886876328,3.3524015465365083e-06,1.3483166047594632e-05,0.013805978822269973,0.00019966588951122002,0.00012521277908361601,0.014262213514537835,3.326040685781518e-05,0.000396967007280405,0.0001038086154002963,0.004887977208998364,6.443601676559135e-06,1.2363616803271481e-05,5.136090986432441e-05,2.229360296435906e-07,2.6743457621621155e-07,0.005790696969230997
4.478803241582102e-07,1.756500048398508e-06,0.002047524552832369,0.012733282813406445,2.7554430096649263e-06,6.167412083040603e-08,0.07497465883088479,0.00017355312227399164,0.02743283709403442,2.9403595417824805e-06,1.7691324493148237e-05,0.014955190109788427,0.0003221340594766101,0.0001759078689052754,0.014130385314950224,4.31781536960377e-05,0.00019384446747774018,0.00014561129180281162,0.0007881247847496663,7.905773452401513e-06,1.7545523867595183e-05,7.560733844831021e-05,2.9586334368849184e-07,3.4465160174342757e-07,0.008995089679700353
6.048792334867871e-07,2.1918491838349087e-06,0.0032159095355982327,-0.0035529598366539615,3.7286679137408383e-06,8.278405480591412e-08,0.08816255919929346,0.0002913185687124467,0.0217519195717104,-3.161778817621939e-07,2.6927462518207322e-05,0.01324413391778908,0.00041611924865725636,0.00017413939307457307,0.013280897167070309,5.2347185467523066e-05,0.0002787797949149491,0.00014601954896291674,0.012566467707180761,9.982274678223231e-06,2.4491062425862615e-05,0.00012693659061495293,3.937151827867138e-07,4.664410566400122e-07,0.011957753809672624
8.350800882691791e-07,2.7980660578550573e-06,0.0038579943993503458,-0.009870399220124934,5.158091991602334e-06,1.0968887261783623e-07,0.05790639319933733,0.0004328618431482037,0.01411254655379131,4.2278763066566615e-06,3.15590450659119e-05,0.010954493473046556,0.0004669647088766021,0.00013055905955406167,0.016092265363835782,6.940682193089161e-05,0.0008546159937017656,0.00011824422991864508,0.034044888349832,1.3849635012938995e-05,3.0534432657442455e-05,0.00015335797038647356,5.123374594293697e-07,6.403363092500841e-07,0.011169981881270627
1.0209745023821566e-06,4.092489471762056e-06,0.0025850542108158845,0.014535011844922037,6.325961876493428e-06,1.393531589232888e-07,0.07873432352793752,0.0005984691426341532,0.006259728661214776,2.868027139261459e-06,4.010715525168311e-05,0.00808824763621986,0.0005278107369276476,0.00020516549413100596,0.00864536064829656,0.00010615620982488996,0.0007930062671540409,0.00018325682807080138,0.05473818641776851,2.030932669442172e-05,4.042302868942195e-05,0.00017469593219195974,6.73885306997189e-07,7.847258691790247e-07,0.011595290630468035
1.338825055010564e-06,5.714148971597566e-06,0.0009662880164401446,0.0012890161688967215,8.272411684645253e-06,1.8833372468345466e-07,0.06236761281853017,0.0008570667048706414,-0.00161118739314782,3.6308970893434276e-06,5.178597373975144e-05,0.0038834188116577545,0.0006855588810815117,0.0003924990863113397,0.009039300414642588,0.0001447695916827464,0.0015153851268968521,0.0003376706891907653,0.0738369407595155,2.4353261474313723e-05,5.31041679795153e-05,0.00021271076499533196,9.185149047427439e-07,1.0358381473163125e-06,0.008035533626338274
1.7818894617047073e-06,6.83049502546402e-06,0.004238990428458208,-0.00030036989570993004,1.1009606727358756e-05,2.476622972943598e-07,0.040326129484203,0.0009164609545029487,-0.0046456166988110776,4.268748852011334e-06,7.088132547621942e-05,0.0008809470058294101,0.0009551042174799751,0.0005132031233004981,0.0059562298140310044,0.00017065299887537492,0.0023735617980954657,0.0004405235511897033,0.0895040129089826,3.098169040300253e-05,6.753104883009424e-05,0.000301972001096946,1.1908384192142106e-06,1.3748397228016513e-06,0.012694758310734116
2.475381576530323e-06,9.241240676551632e-06,0.012644379322808793,-0.00021426770786666527,1.5267465682690873e-05,3.269970164833608e-07,0.017714197943516558,0.000598918650736522,0.007225255292949576,5.837667090274065e-06,9.322036157518436e-05,0.005339698094658378,0.001537640343501434,0.000899637736234077,0.006933352847794184,0.00021197183482934536,0.0024041632539095175,0.0007457655473517654,0.0726485347776724,4.407343274859965e-05,8.191869076039598e-05,0.0003694938288437487,1.5323967255004572e-06,1.8958976999365234e-06,0.015763555213329478
3.188137361212206e-06,1.2188423004463374e-05,0.021366292559138002,0.0008414939162158021,1.9646977751032476e-05,4.2426828088030994e-07,-0.004941621132513947,0.0006639314448169703,0.0008552673117249392,9.135013886769464e-06,0.00011627808525453322,0.003051878155663521,0.002464681121389583,0.0014204076337323394,0.00247156470554734,0.00029088983209275387,0.000638338226000152,0.0011605321623038936,0.07670865829264789,5.753548269828698e-05,0.00011512927997107184,0.0004760785612575979,2.007808962628611e-06,2.4420669048851245e-06,0.017781099614976953
4.06463433967236e-06,1.545456667323566e-05,0.0286906393634156,0.001400228234234316,2.506054127995474e-05,5.691403767906596e-07,-0.013729513505136222,0.00216653213302746,0.00015266392176169018,1.0304177152846147e-05,0.000181409328860362,0.0033193301787691567,0.0032637517723932284,0.001439703338924144,0.0013029451526040765,0.0003739109541875456,1.0843412379614974e-05,0.001195337206024633,0.07246813365338989,6.868906223677814e-05,0.00018105942715614606,0.0009262409187705105,2.7324664502899717e-06,3.1451812836695308e-06,0.020621198069220952
