1.51E-07,1.28E-08,0.236278914,2.66E-07,-8.01E-05,0.001431627,4.57E-07,0.000130744,2.48E-06,0.000701799,0.000138025,0.001542939,0.001374576,5.24E-08,2.40E-06,0.099062081,1.30E-10,2.73E-06,1.99E-09,9.27E-06,6.87E-05,4.52E-05,7.54E-05,8.52E-07,2.09E-06,1.44E-05,0.001024001,0.000128028,3.89E-09,0.100068381,2.57E-10,3.62E-07,1.82E-07,6.22E-06,4.39E-09,4.83E-07,4.26E-07,0.000707571,0.122186969,0.03049829,0.030566706,3.69E-09,0.002654156,0.069640641,0.06970511,6.99E-05,0.011306423,0.132683148,3.14E-08,9.39E-10,0.000509242,3.59E-09,3.54E-08,0.204160945,0.000125331,0.001368065,7.42E-08,5.01E-05,5.02E-08,7.50E-10,8.80E-07,0.03491822,5.21E-06,6.79E-08,0.000102682,3.28E-05,3.53E-07,0.001363336,7.41E-07,5.85E-09,1.37E-10,1.51E-05,2.47E-06,0.00287608,1.06E-06,1.11E-06,0.000103928,1.54E-06,0.023700635,3.06E-06,4.73E-37,3.25E-79,5.57E-05,3.88E-06,0.000102255,3.80E-09
1.99E-07,1.70E-08,0.233384141,3.53E-07,-0.000201968,0.002238844,6.11E-07,0.000214288,3.20E-06,0.000856186,0.000219096,0.002426085,0.001934566,6.87E-08,3.29E-07,0.129478206,1.71E-10,3.53E-06,2.59E-09,1.18E-05,8.02E-05,6.55E-05,0.000111209,1.04E-06,2.76E-06,1.86E-05,0.000805575,0.000166204,5.14E-09,0.136048256,3.44E-10,4.65E-07,2.48E-07,7.84E-06,5.80E-09,6.41E-07,5.49E-07,0.001376602,0.169636731,0.067288693,0.067368623,4.88E-09,0.001296061,0.030590454,0.030665193,8.18E-05,0.017448251,0.128446517,4.03E-08,1.24E-09,0.000618127,4.76E-09,4.79E-08,0.272085471,0.000163307,0.001931469,9.95E-08,6.04E-05,6.58E-08,9.79E-10,1.17E-06,0.003095728,6.75E-06,8.94E-08,0.000143803,3.93E-05,4.53E-07,0.000488947,9.64E-07,7.75E-09,1.82E-10,1.95E-05,3.27E-06,0.004646047,1.41E-06,1.45E-06,0.000126955,2.05E-06,0.003821429,4.15E-06,3.59E-37,2.47E-79,7.01E-05,1.69E-06,9.14E-05,5.05E-09
2.67E-07,2.21E-08,0.216235222,4.53E-07,0.000685883,0.004302849,7.92E-07,0.000258395,4.31E-06,0.001144861,0.000269463,0.004528911,0.001912632,9.33E-08,1.08E-06,0.152253177,2.28E-10,4.70E-06,3.45E-09,1.75E-05,0.000118053,9.04E-05,0.000187094,1.36E-06,3.78E-06,2.68E-05,0.001388801,0.000201498,6.73E-09,0.107820061,4.48E-10,6.28E-07,3.25E-07,9.73E-06,7.64E-09,8.53E-07,7.43E-07,0.00194373,0.215773391,0.099062098,0.099179413,6.40E-09,0.001863946,-0.008535635,-0.008425328,0.000119557,0.027404798,0.084372811,5.33E-08,1.60E-09,0.000810663,6.24E-09,6.16E-08,0.271571791,0.000201908,0.001898711,1.30E-07,8.64E-05,8.96E-08,1.31E-09,1.52E-06,-0.000722778,9.45E-06,1.20E-07,0.000231529,5.27E-05,6.13E-07,0.002391242,1.29E-06,1.01E-08,2.39E-10,2.54E-05,4.31E-06,0.006001183,1.91E-06,1.93E-06,0.000159869,2.84E-06,0.060931803,5.42E-06,2.72E-37,1.87E-79,8.27E-05,5.19E-06,-1.52E-05,6.62E-09
3.55E-07,2.93E-08,0.26256253,6.13E-07,-0.000188194,0.005626295,1.06E-06,0.000300966,5.90E-06,0.001910318,0.000314251,0.005883373,0.001429599,1.23E-07,1.14E-06,0.100002001,2.97E-10,6.27E-06,4.51E-09,2.46E-05,0.000195728,0.000109925,0.00022587,1.81E-06,4.94E-06,3.64E-05,0.002870115,0.000267165,8.93E-09,0.069831987,5.95E-10,8.67E-07,4.31E-07,1.24E-05,1.01E-08,1.11E-06,1.02E-06,0.001914,0.164432032,0.129478231,0.129673488,8.47E-09,0.005714037,-0.023712659,-0.023526728,0.000198742,0.032876409,0.104492592,6.99E-08,2.16E-09,0.001553147,8.23E-09,8.18E-08,0.187641887,0.000264584,0.001436397,1.71E-07,7.86E-05,1.18E-07,1.72E-09,2.02E-06,-0.000516183,1.20E-05,1.59E-07,0.000284278,7.15E-05,8.48E-07,0.003282404,1.75E-06,1.33E-08,3.15E-10,3.55E-05,5.86E-06,0.006726107,2.48E-06,2.68E-06,0.000222606,3.66E-06,0.165075539,7.00E-06,2.06E-37,1.42E-79,0.000120466,3.67E-06,0.000130182,8.77E-09
4.53E-07,3.87E-08,0.13387147,8.48E-07,9.40E-05,0.009878434,1.43E-06,0.000370871,7.36E-06,0.002630332,0.000385037,0.010191306,0.002249378,1.55E-07,1.32E-06,0.135970995,3.94E-10,8.29E-06,5.98E-09,2.90E-05,0.000236681,0.000149091,0.000256839,2.52E-06,6.30E-06,4.45E-05,0.002017517,0.000408623,1.19E-08,0.030821871,7.80E-10,1.06E-06,5.55E-07,1.83E-05,1.33E-08,1.46E-06,1.25E-06,0.001455676,0.153345542,0.152253193,0.152489555,1.12E-08,0.005302109,0.03491893,0.035143233,0.00024079,0.022028881,0.033501561,9.49E-08,2.82E-09,0.002154786,1.09E-08,1.07E-07,0.18489793,0.000391046,0.002245202,2.25E-07,0.000128821,1.48E-07,2.27E-09,2.75E-06,0.002019686,1.52E-05,2.02E-07,0.000330613,9.26E-05,1.04E-06,-0.00369601,2.21E-06,1.77E-08,4.16E-10,4.72E-05,7.67E-06,0.007594056,3.15E-06,3.44E-06,0.000327685,4.67E-06,0.265412403,9.71E-06,1.57E-37,1.08E-79,0.000198755,5.40E-06,8.54E-05,1.16E-08
6.03E-07,5.15E-08,0.134669681,1.04E-06,9.12E-05,0.01561171,1.82E-06,0.000517886,9.61E-06,0.003263987,0.000529347,0.016056383,0.004311486,2.11E-07,1.74E-06,0.107706347,5.17E-10,1.07E-05,7.92E-09,3.95E-05,0.000270722,0.00019446,0.000312557,3.24E-06,8.84E-06,5.92E-05,0.00196722,0.000557256,1.53E-08,-0.008270998,1.04E-09,1.39E-06,7.51E-07,2.56E-05,1.75E-08,1.99E-06,1.65E-06,0.002269308,0.110410139,0.100002053,0.100272985,1.46E-08,0.010131997,0.003096734,0.003351442,0.000275782,0.008234351,-0.008551032,1.25E-07,3.74E-09,0.002152172,1.43E-08,1.45E-07,0.105331158,0.000546712,0.004310976,3.01E-07,0.000204942,2.02E-07,2.97E-09,3.52E-06,0.003361004,1.97E-05,2.73E-07,0.000399569,0.00010827,1.36E-06,0.002780041,2.90E-06,2.35E-08,5.45E-10,5.77E-05,9.85E-06,0.009867331,4.19E-06,4.40E-06,0.000391006,6.67E-06,0.358017705,1.25E-05,1.19E-37,8.16E-80,0.000240664,6.99E-06,0.000107962,1.51E-08
8.00E-07,6.70E-08,0.083038467,1.36E-06,7.89E-05,0.015806335,2.42E-06,0.000629485,1.28E-05,0.003364118,0.000667016,0.016349532,0.005636632,2.77E-07,1.77E-06,0.069641596,6.86E-10,1.47E-05,1.03E-08,5.22E-05,0.000332637,0.00024532,0.000444177,4.14E-06,1.12E-05,7.93E-05,0.002869465,0.000656888,2.04E-08,-0.02339034,1.37E-09,1.85E-06,1.03E-06,3.04E-05,2.31E-08,2.58E-06,2.19E-06,0.004346268,0.195779505,0.135971096,0.13630237,1.94E-08,0.015869841,-0.000721609,-0.000411718,0.00033736,0.036123117,-0.024389187,1.57E-07,4.87E-09,0.001744342,1.89E-08,1.90E-07,0.049116178,0.00069996,0.005637349,4.00E-07,0.000248244,2.65E-07,3.94E-09,4.53E-06,-0.003495281,2.80E-05,3.59E-07,0.000571027,0.000156338,1.81E-06,0.000828616,3.91E-06,3.05E-08,7.26E-10,7.92E-05,1.36E-05,0.013748368,5.71E-06,6.30E-06,0.000497507,8.41E-06,0.433983599,1.59E-05,9.00E-38,6.19E-80,0.000278277,8.65E-06,0.000126496,2.02E-08
1.06E-06,8.81E-08,0.111050998,1.80E-06,6.49E-05,0.003949748,3.14E-06,0.000826059,1.76E-05,0.004139041,0.00090375,0.004649716,0.009891089,3.67E-07,2.68E-06,0.030591704,9.05E-10,1.93E-05,1.38E-08,6.56E-05,0.000472146,0.000295306,0.000542612,5.95E-06,1.43E-05,0.000102455,0.005076267,0.000815935,2.70E-08,0.035375327,1.77E-09,2.57E-06,1.27E-06,4.13E-05,3.04E-08,3.32E-06,3.02E-06,0.005686125,0.303894894,0.107706341,0.108174363,2.56E-08,0.016074445,-0.000514757,-7.41E-05,0.000478555,0.107750749,0.037072994,2.14E-07,6.47E-09,0.00268324,2.48E-08,2.42E-07,0.102133057,0.000835478,0.009893164,5.12E-07,0.000286579,3.52E-07,5.24E-09,5.97E-06,0.002092471,3.82E-05,4.74E-07,0.000750252,0.000246252,2.51E-06,0.000480348,5.24E-06,4.01E-08,9.48E-10,0.000107811,1.74E-05,0.022159639,7.51E-06,7.93E-06,0.000711318,1.05E-05,0.352255408,2.05E-05,6.82E-38,4.69E-80,0.00034231,1.16E-05,0.000173217,2.63E-08
1.37E-06,1.18E-07,0.040703996,2.51E-06,-4.79E-05,-6.21E-05,4.25E-06,0.001572754,2.26E-05,0.00574093,0.001614372,0.001304715,0.015626399,4.72E-07,3.41E-06,-0.00853398,1.18E-09,2.44E-05,1.80E-08,7.62E-05,0.000576138,0.000431022,0.000699321,7.48E-06,1.84E-05,0.000123387,0.007051027,0.001119711,3.59E-08,0.003655132,2.38E-09,3.31E-06,1.67E-06,5.45E-05,4.02E-08,4.35E-06,3.89E-06,0.00995249,0.3910558,0.069641668,0.070214728,3.40E-08,0.004267985,0.002021606,0.002559609,0.000588928,0.182075685,0.006604611,2.81E-07,8.65E-09,0.004845747,3.30E-08,3.29E-07,0.070038583,0.001065433,0.01563019,6.81E-07,0.000348627,4.52E-07,6.77E-09,8.17E-06,0.001013079,4.69E-05,6.15E-07,0.000951717,0.000300105,3.23E-06,3.04E-05,6.73E-06,5.39E-08,1.26E-09,0.000136799,2.25E-05,0.035563458,9.64E-06,9.85E-06,0.000927056,1.34E-05,0.371941978,2.86E-05,5.17E-38,3.56E-80,0.000480258,1.44E-05,0.000274809,3.50E-08
1.83E-06,1.54E-07,-0.009647701,3.23E-06,8.60E-05,0.030501021,5.55E-06,0.002180684,2.91E-05,0.007873578,0.002216092,0.032431112,0.015828045,6.38E-07,4.41E-06,-0.023710315,1.58E-09,3.16E-05,2.40E-08,0.000112265,0.000745098,0.000685428,0.001365876,9.25E-06,2.61E-05,0.000177419,0.011751757,0.001439281,4.67E-08,7.68E-07,3.11E-09,4.22E-06,2.22E-06,6.87E-05,5.32E-08,5.92E-06,5.01E-06,0.015713523,0.499443366,0.030591832,0.031332552,4.45E-08,7.25E-05,0.00336391,0.004056904,0.00075675,0.244491074,-0.004072208,3.74E-07,1.11E-08,0.00632598,4.35E-08,4.30E-07,0.087212756,0.001366547,0.015829586,9.03E-07,0.000493781,6.12E-07,9.03E-09,1.08E-05,0.000381453,6.37E-05,8.25E-07,0.001659131,0.000344002,4.12E-06,-9.91E-05,8.73E-06,7.04E-08,1.66E-09,0.000168818,2.90E-05,0.047106228,1.31E-05,1.26E-05,0.001097913,1.96E-05,0.351380686,3.94E-05,3.93E-38,2.70E-80,0.000591377,1.98E-05,0.000306424,4.60E-08
